corvid::Predicate::Compare	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::Exists	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::In	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::Between	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::StartsWith	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::Contains	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::GeoWithin	Geo	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::And	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::Or	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::Not	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::and	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::or	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Predicate::eval	WHERE	N/A	N/A	predicate evaluation is engine-internal; bindings pass predicates to Query.filter()/deleteWhere()
corvid::field	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::eq	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::ne	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::lt	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::le	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::gt	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::ge	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::exists	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::is_in	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::between	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::starts_with	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::contains	WHERE	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::filter::FieldRef::within_km	Geo	MAPPED	corvid_pred_* constructor family	golden:queries.txt:QF_* + golden:mutations.txt:DELETE_IN
corvid::Metric	Vector search	MAPPED	corvid_metric_t / CORVID_METRIC_*	golden:queries.txt:QVEC
corvid::Metric::Cosine	Vector search	MAPPED	corvid_metric_t / CORVID_METRIC_*	golden:queries.txt:QVEC
corvid::Metric::Dot	Vector search	MAPPED	corvid_metric_t / CORVID_METRIC_*	golden:queries.txt:QVEC
corvid::Metric::L2	Vector search	MAPPED	corvid_metric_t / CORVID_METRIC_*	golden:queries.txt:QVEC
corvid::Metric::distance	Vector search	N/A	N/A	pure math helper, not a binding API; metric behavior surfaces via Query.vector metric + index creation
corvid::distance::dot	Vector search	N/A	N/A	pure math helpers, not binding APIs; distance behavior surfaces via Query.vector
corvid::distance::l2_squared	Vector search	N/A	N/A	pure math helpers, not binding APIs; distance behavior surfaces via Query.vector
corvid::distance::cosine_distance	Vector search	N/A	N/A	pure math helpers, not binding APIs; distance behavior surfaces via Query.vector
corvid::Quantization	Vector search	MAPPED	corvid_quant_t / CORVID_QUANT_*	golden:schema.txt:IDX_VEC_Q
corvid::Quantization::None	Vector search	MAPPED	corvid_quant_t / CORVID_QUANT_*	golden:schema.txt:IDX_VEC_Q
corvid::Quantization::Binary	Vector search	MAPPED	corvid_quant_t / CORVID_QUANT_*	golden:schema.txt:IDX_VEC_Q
corvid::Quantization::Scalar	Vector search	MAPPED	corvid_quant_t / CORVID_QUANT_*	golden:schema.txt:IDX_VEC_Q
corvid::Result	Lifecycle	MAPPED	CORVID_ERR + corvid_last_error_code/message	golden:mutations.txt:INSERT_ERR
corvid::Error	Lifecycle	MAPPED	corvid_err enum (corvid_last_error_code)	errcodes
corvid::Error::Database	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 1)	errcodes (frozen-table _Static_assert test)
corvid::Error::Transaction	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 2)	errcodes (frozen-table _Static_assert test)
corvid::Error::Table	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 3)	errcodes (frozen-table _Static_assert test)
corvid::Error::Storage	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 4)	errcodes (frozen-table _Static_assert test)
corvid::Error::Commit	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 5)	errcodes (frozen-table _Static_assert test)
corvid::Error::SetDurability	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 6)	errcodes (frozen-table _Static_assert test)
corvid::Error::Compaction	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 7)	errcodes (frozen-table _Static_assert test)
corvid::Error::Decode	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 8)	errcodes (frozen-table _Static_assert test)
corvid::Error::CorruptIndex	Schema (ALTER)	MAPPED	CORVID_E_* (corvid_err enum, code 9)	errcodes (frozen-table _Static_assert test)
corvid::Error::ReservedCollection	Schema (ALTER)	MAPPED	CORVID_E_* (corvid_err enum, code 10)	errcodes (frozen-table _Static_assert test); golden:mutations.txt:INSERT_ERR(err:10)
corvid::Error::InvalidName	Schema (ALTER)	MAPPED	CORVID_E_* (corvid_err enum, code 11)	errcodes (frozen-table _Static_assert test); golden:mutations.txt:INSERT_ERR(err:11)
corvid::Error::InvalidArgument	Hybrid	MAPPED	CORVID_E_* (corvid_err enum, code 12)	errcodes (frozen-table _Static_assert test); golden:mutations.txt:UPDATE_ABORT(err:12)
corvid::Error::IncompatibleFormat	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 13)	errcodes (frozen-table _Static_assert test)
corvid::Error::EmptyIndexTraining	Schema (ALTER)	MAPPED	CORVID_E_* (corvid_err enum, code 14)	errcodes (frozen-table _Static_assert test); golden:schema.txt:IDX_PQ_ERR(err:14)
corvid::Error::SchemaViolation	Schema (ALTER)	MAPPED	CORVID_E_* (corvid_err enum, code 15)	errcodes (frozen-table _Static_assert test); golden:schema.txt:SCHEMA_ERR(err:15)
corvid::Error::InvalidDump	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 16)	errcodes (frozen-table _Static_assert test)
corvid::Error::BackupTargetExists	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 17)	errcodes (frozen-table _Static_assert test); golden:admin.txt:BACKUP_DUP(err:17)
corvid::Error::Io	Lifecycle	MAPPED	CORVID_E_* (corvid_err enum, code 18)	errcodes (frozen-table _Static_assert test)
corvid::ResultRow	SELECT shaping	MAPPED	corvid_rows_next cursor	golden:queries.txt
corvid::PlanShape	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::AnnIndex	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::TextIndex	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::IndexedWindow	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::SortIndex	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::StreamingTopK	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::PlanShape::Scan	Lifecycle	N/A	N/A	plan shapes are advisory diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::QueryBuilder	SELECT shaping	MAPPED	corvid_query_new	golden:queries.txt
corvid::Collection::query	SELECT shaping	MAPPED	corvid_query_new	golden:queries.txt
corvid::QueryBuilder::filter	WHERE	MAPPED	corvid_query_filter	golden:queries.txt:QF_COUNT
corvid::QueryBuilder::vector	Vector search	MAPPED	corvid_query_vector	golden:queries.txt:QVEC
corvid::QueryBuilder::text	Text search	MAPPED	corvid_query_text	golden:queries.txt:QTEXT
corvid::QueryBuilder::fuse_rrf	Hybrid	MAPPED	corvid_query_fuse_rrf	golden:queries.txt:HYBRID_F
corvid::QueryBuilder::rerank_mmr	Hybrid	MAPPED	corvid_query_rerank_mmr	golden:queries.txt:HYBRID
corvid::QueryBuilder::limit	SELECT shaping	MAPPED	corvid_query_limit	golden:queries.txt:ORDER_BY
corvid::QueryBuilder::offset	SELECT shaping	MAPPED	corvid_query_offset	golden:queries.txt:ORDER_BY
corvid::QueryBuilder::order_by	SELECT shaping	MAPPED	corvid_query_order_by	golden:queries.txt:ORDER_BY
corvid::QueryBuilder::approx	Vector search	MAPPED	corvid_query_approx	golden:queries.txt:APPROX
corvid::QueryBuilder::select	SELECT shaping	MAPPED	corvid_query_select	golden:queries.txt:SELECT
corvid::QueryBuilder::count	Aggregations	MAPPED	corvid_query_count	golden:queries.txt:AGG_COUNT
corvid::QueryBuilder::group_count	Aggregations	MAPPED	corvid_query_group_count	golden:queries.txt:AGG_GCOUNT
corvid::QueryBuilder::sum	Aggregations	MAPPED	corvid_query_sum	golden:queries.txt:AGG_SUM
corvid::QueryBuilder::avg	Aggregations	MAPPED	corvid_query_avg	golden:queries.txt:AGG_AVG
corvid::QueryBuilder::min	Aggregations	MAPPED	corvid_query_min	golden:queries.txt:AGG_MIN
corvid::QueryBuilder::max	Aggregations	MAPPED	corvid_query_max	golden:queries.txt:AGG_MAX
corvid::QueryBuilder::count_distinct	Aggregations	MAPPED	corvid_query_count_distinct	golden:queries.txt:AGG_DISTINCT
corvid::QueryBuilder::group_sum	Aggregations	MAPPED	corvid_query_group_sum	golden:queries.txt:AGG_GSUM
corvid::QueryBuilder::group_avg	Aggregations	MAPPED	corvid_query_group_avg	golden:queries.txt:AGG_GAVG
corvid::QueryBuilder::plan	Lifecycle	N/A	N/A	plan/explain diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::QueryBuilder::plan_shape	Lifecycle	N/A	N/A	plan/explain diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::QueryBuilder::explain	Lifecycle	N/A	N/A	plan/explain diagnostics excluded from the v1 ABI (FFI.md §9)
corvid::QueryBuilder::run	SELECT shaping	MAPPED	corvid_query_run	golden:queries.txt:QVEC
corvid::Db	Lifecycle	MAPPED	corvid_open/corvid_open_memory handle	golden:admin.txt:FILEDB
corvid::Db::open	Lifecycle	MAPPED	corvid_open/corvid_open_memory/corvid_collection/corvid_collections/corvid_backup/corvid_compact	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::open_in_memory	Lifecycle	MAPPED	corvid_open/corvid_open_memory/corvid_collection/corvid_collections/corvid_backup/corvid_compact	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::collection	Lifecycle	MAPPED	corvid_open/corvid_open_memory/corvid_collection/corvid_collections/corvid_backup/corvid_compact	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::backup	Lifecycle	MAPPED	corvid_open/corvid_open_memory/corvid_collection/corvid_collections/corvid_backup/corvid_compact	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::bulk	Lifecycle	N/A	N/A	put_many covers the bulk fast path (FFI.md §9); Db::bulk not exposed
corvid::Db::compact	Lifecycle	MAPPED	corvid_open/corvid_open_memory/corvid_collection/corvid_collections/corvid_backup/corvid_compact	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Db::collections	Lifecycle	MAPPED	corvid_open/corvid_open_memory/corvid_collection/corvid_collections/corvid_backup/corvid_compact	golden:admin.txt (COLLECTIONS/BACKUP/COMPACT)
corvid::Collection	Mutations	MAPPED	corvid_collection handle family	golden:mutations.txt:COLL
corvid::Collection::insert	Mutations	MAPPED	corvid_insert/corvid_update/corvid_patch/corvid_compare_and_set	golden:mutations.txt (INSERT/UPDATE/PATCH/CAS)
corvid::Collection::update	Mutations	MAPPED	corvid_insert/corvid_update/corvid_patch/corvid_compare_and_set	golden:mutations.txt (INSERT/UPDATE/PATCH/CAS)
corvid::Collection::patch	Mutations	MAPPED	corvid_insert/corvid_update/corvid_patch/corvid_compare_and_set	golden:mutations.txt (INSERT/UPDATE/PATCH/CAS)
corvid::Collection::compare_and_set	Mutations	MAPPED	corvid_insert/corvid_update/corvid_patch/corvid_compare_and_set	golden:mutations.txt (INSERT/UPDATE/PATCH/CAS)
corvid::Collection::for_each_doc	SELECT shaping	MAPPED	corvid_scan callback + stop	golden:mutations.txt:SCAN/SCAN_STOP
corvid::Collection::len	SELECT shaping	MAPPED	corvid_len (== 0 for empty)	golden:mutations.txt:LEN
corvid::Collection::is_empty	SELECT shaping	MAPPED	corvid_len (== 0 for empty)	golden:mutations.txt:LEN
corvid::Collection::insert_batch	Mutations	MAPPED	corvid_put_many	golden:mutations.txt:PUTMANY + golden:schema.txt:PUTMANY_ROLLBACK
corvid::Collection::insert_auto	Mutations	MAPPED	corvid_insert_auto	golden:mutations.txt:INSERT_AUTO
corvid::Collection::get	SELECT shaping	MAPPED	corvid_get	golden:mutations.txt:GET
corvid::Collection::delete	Mutations	MAPPED	corvid_delete/corvid_delete_where/corvid_delete_batch	golden:mutations.txt (DELETE/DELETE_WHERE/DELETE_BATCH)
corvid::Collection::delete_where	Mutations	MAPPED	corvid_delete/corvid_delete_where/corvid_delete_batch	golden:mutations.txt (DELETE/DELETE_WHERE/DELETE_BATCH)
corvid::Collection::delete_batch	Mutations	MAPPED	corvid_delete/corvid_delete_where/corvid_delete_batch	golden:mutations.txt (DELETE/DELETE_WHERE/DELETE_BATCH)
corvid::Collection::scan	SELECT shaping	MAPPED	corvid_scan (full walk)	golden:mutations.txt:SCAN
corvid::Collection::page	SELECT shaping	MAPPED	corvid_page	golden:mutations.txt:PAGE
corvid::Collection::page_where	SELECT shaping	N/A	N/A	filtered keyset pagination composes from filter+limit/offset (FFI.md §9 spec note)
corvid::db::Page	SELECT shaping	MAPPED	corvid_page	golden:mutations.txt:PAGE
corvid::Store	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::open	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::open_in_memory	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::set_relaxed_durability	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::begin_bulk	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::flush	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::compact	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::next_auto_id	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::backup	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::transaction	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::read	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::put	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::get	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::delete	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::scan	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::collections	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::scan_from	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::count	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::for_each	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Store::scan_prefix	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::BulkScope	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::put	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::get	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::delete	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::scan	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::scan_from	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::WriteBatch::next_auto_id	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::collections	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::auto_ids	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::get	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::scan	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::scan_from	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::scan_prefix	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::store::ReadBatch::for_each	Lifecycle	N/A	N/A	engine low-level byte KV (Store/WriteBatch/ReadBatch); the v1 binding is typed-document only (FFI.md ruling 1)
corvid::Hit	Vector search	MAPPED	row score from corvid_rows_next	golden:queries.txt:QVEC
corvid::TextHit	Text search	MAPPED	row score from corvid_rows_next	golden:queries.txt:QTEXT
corvid::Collection::text_search	Text search	N/A	N/A	direct search fn not exposed: the query builder replaces it (Query.vector()/text(); FFI.md §9)
corvid::Collection::phrase_search	Text search	MAPPED	corvid_phrase_search (the v0.3.0 direct positional fn) over the rows cursor	golden:queries.txt:PHRASE
corvid::Collection::vector_search	Vector search	N/A	N/A	direct search fn not exposed: the query builder replaces it (Query.vector()/text(); FFI.md §9)
corvid::text::Bm25Params	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Bm25Params::new	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Bm25Params::validate	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::tokenize	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::s_stem	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Analyzer	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Analyzer::raw	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::Analyzer::analyze	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::analyze	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::idf	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::text::term_score	Text search	N/A	N/A	text-analysis internals; BM25 search is exposed via Query.text()
corvid::DEFAULT_RRF_K	Hybrid	MAPPED	corvid_query_fuse_rrf default k=60	golden:queries.txt:HYBRID
corvid::reciprocal_rank_fusion	Hybrid	N/A	N/A	internal fusion math; the binding knob is fuseRrf (golden:queries.txt HYBRID)
corvid::mmr	Hybrid	N/A	N/A	internal MMR math; the binding knob is rerankMmr (golden:queries.txt HYBRID)
corvid::haversine_km	Geo	N/A	N/A	pure geo helper; distances surface as GeoHit distance_km (golden:geo.txt NEAREST)
corvid::GeoHit	Geo	MAPPED	corvid_geohits_next cursor	golden:geo.txt:RADIUS/NEAREST/BBOX
corvid::Collection::geo_within_radius	Geo	MAPPED	corvid_geo_within_radius/corvid_geo_nearest/corvid_geo_within_bbox/corvid_create_geo_index	golden:geo.txt (RADIUS/NEAREST/BBOX/IDX_GEO)
corvid::Collection::geo_nearest	Geo	MAPPED	corvid_geo_within_radius/corvid_geo_nearest/corvid_geo_within_bbox/corvid_create_geo_index	golden:geo.txt (RADIUS/NEAREST/BBOX/IDX_GEO)
corvid::Collection::geo_within_bbox	Geo	MAPPED	corvid_geo_within_radius/corvid_geo_nearest/corvid_geo_within_bbox/corvid_create_geo_index	golden:geo.txt (RADIUS/NEAREST/BBOX/IDX_GEO)
corvid::Collection::create_geo_index	Schema (ALTER)	MAPPED	corvid_geo_within_radius/corvid_geo_nearest/corvid_geo_within_bbox/corvid_create_geo_index	golden:geo.txt (RADIUS/NEAREST/BBOX/IDX_GEO)
